219374,Spanish Championship 27215,Standard Game World,21,6,Real Madrid,797.9,277.8,35,92.944444444444,2
65774,Spanish Championship 5297,Standard Game World,27,6,CA Osasuna,653.0,126.5,31,87.555555555556,0
65774,Spanish Championship 5297,Standard Game World,27,6,Athletic Club,686.1,134.2,46,87.555555555556,0
65774,Spanish Championship 5297,Standard Game World,27,6,Rayo Vallecano,768.1,101.6,33,85.888888888889,0
119048,Spanish Championship 14581,Standard Game World,25,2,Real Madrid,711.9,532.7,26,93.888888888889,2
119048,Spanish Championship 14581,Standard Game World,25,2,Barcelona,710.7,505.7,45,93.333333333333,2
119048,Spanish Championship 14581,Standard Game World,25,2,Real Sociedad,626.1,216.5,54,89.666666666667,0
119048,Spanish Championship 14581,Standard Game World,25,2,Villarreal CF,569.4,180.8,41,89.277777777778,0
119048,Spanish Championship 14581,Standard Game World,25,2,Levante UD,740.8,79.2,28,84.555555555556,0
119048,Spanish Championship 14581,Standard Game World,25,2,Real Betis,704.7,135.6,35,88.444444444444,0
119048,Spanish Championship 14581,Standard Game World,25,2,Athletic Club,708.2,178.9,51,88.5,0
119048,Spanish Championship 14581,Standard Game World,25,2,Granada CF,675.8,87.4,33,84.555555555556,0
119048,Spanish Championship 14581,Standard Game World,25,2,Getafe CF,712.3,122.1,31,87.666666666667,0
119048,Spanish Championship 14581,Standard Game World,25,2,Celta Vigo,696.9,116.4,39,86.722222222222,0
119048,Spanish Championship 14581,Standard Game World,25,2,Valencia CF,677.9,99.1,32,86.055555555556,0
119048,Spanish Championship 14581,Standard Game World,25,2,RCD Espanyol,711.1,106.4,40,86.055555555556,0
119048,Spanish Championship 14581,Standard Game World,25,2,RCD Mallorca,667.9,115.6,33,85.833333333333,0
119048,Spanish Championship 14581,Standard Game World,25,2,Málaga CF,764.4,67.5,29,83.166666666667,0
196878,Spanish Championship 25666,Standard Game World,23,2,Málaga CF,719.4,57.7,27,82.611111111111,0
223505,Spanish Championship 27664,Standard Game World,20,2,Real Madrid,950.7,446.3,27,92.944444444444,2
223505,Spanish Championship 27664,Standard Game World,20,2,Valencia CF,1172.1,102.4,31,86.055555555556,0
223505,Spanish Championship 27664,Standard Game World,20,2,Real Sociedad,654.6,183.5,48,88.5,0
223505,Spanish Championship 27664,Standard Game World,20,2,Real Betis,714.4,197.5,38,89.111111111111,0
223505,Spanish Championship 27664,Standard Game World,20,2,Celta Vigo,686.3,151.9,42,87.277777777778,0
223505,Spanish Championship 27664,Standard Game World,20,2,Athletic Club,629.9,166.2,49,88.111111111111,0
223505,Spanish Championship 27664,Standard Game World,20,2,Getafe CF,690.0,102.0,27,86.5,0
223505,Spanish Championship 27664,Standard Game World,20,2,Levante UD,775.3,100.5,26,84.888888888889,0
223505,Spanish Championship 27664,Standard Game World,20,2,RCD Espanyol,732.1,143.4,41,86.611111111111,0
235803,Spanish Championship 28250,Standard Game World,19,8,Valencia CF,951.9,647.1,134,92.055555555556,2
235803,Spanish Championship 28250,Standard Game World,19,8,Barcelona,383.5,369.6,59,92.222222222222,2
235803,Spanish Championship 28250,Standard Game World,19,8,Sevilla,818.7,129.6,39,89.388888888889,0
291116,Spanish Championship 28433,Standard Game World,16,4,Valencia CF,666.5,123.8,41,90.777777777778,2
291116,Spanish Championship 28433,Standard Game World,16,4,Real Sociedad,627.7,169.1,47,88.166666666667,0
291116,Spanish Championship 28433,Standard Game World,16,4,Celta Vigo,698.8,116.4,37,86.722222222222,0
291116,Spanish Championship 28433,Standard Game World,16,4,RCD Espanyol,805.9,114.8,40,86.666666666667,0
291116,Spanish Championship 28433,Standard Game World,16,4,Levante UD,680.9,80.0,23,84.388888888889,0
119083,Spanish Championship 14590,Standard Game World,25,2,Albacete Balompié,1497.5,28.1,29,79.055555555556,0
94511,Spanish Championship 9358,Standard Game World,26,2,Barcelona,1038.9,268.1,57,90.611111111111,0
94511,Spanish Championship 9358,Standard Game World,26,2,Sevilla,621.5,187.7,45,90.222222222222,0
94511,Spanish Championship 9358,Standard Game World,26,2,Real Sociedad,690.6,181.4,49,88.444444444444,0
94511,Spanish Championship 9358,Standard Game World,26,2,Getafe CF,686.9,116.9,29,87.111111111111,0
94511,Spanish Championship 9358,Standard Game World,26,2,Athletic Club,729.7,146.0,48,87.888888888889,0
94511,Spanish Championship 9358,Standard Game World,26,2,Real Betis,687.6,159.8,35,88.777777777778,0
94511,Spanish Championship 9358,Standard Game World,26,2,Celta Vigo,693.8,119.3,40,86.888888888889,0
94511,Spanish Championship 9358,Standard Game World,26,2,Levante UD,724.1,77.9,25,84.833333333333,0
94511,Spanish Championship 9358,Standard Game World,26,2,RCD Espanyol,760.0,106.2,40,85.833333333333,0
94511,Spanish Championship 9358,Standard Game World,26,2,Granada CF,859.4,90.6,34,84.611111111111,0
149811,Spanish Championship 21096,Standard Game World,20,1,Real Madrid,939.1,271.7,55,91.277777777778,0
149811,Spanish Championship 21096,Standard Game World,20,1,Barcelona,542.8,355.0,65,92.555555555556,2
149811,Spanish Championship 21096,Standard Game World,20,1,Valencia CF,764.1,122.0,35,86.777777777778,0
149811,Spanish Championship 21096,Standard Game World,20,1,Sevilla,761.3,190.6,44,89.944444444444,0
149811,Spanish Championship 21096,Standard Game World,20,1,Real Sociedad,662.5,186.3,51,88.444444444444,0
149811,Spanish Championship 21096,Standard Game World,20,1,Athletic Club,592.6,160.3,51,88.277777777778,0
67892,Spanish Championship 5432,Standard Game World,27,4,Athletic Club,679.2,143.2,48,87.722222222222,0
67892,Spanish Championship 5432,Standard Game World,27,4,Real Sociedad,710.8,171.7,47,88.333333333333,0
67892,Spanish Championship 5432,Standard Game World,27,4,Villarreal CF,895.5,155.1,38,88.833333333333,0
67892,Spanish Championship 5432,Standard Game World,27,4,Real Betis,807.9,163.3,37,88.777777777778,0
67892,Spanish Championship 5432,Standard Game World,27,4,Celta Vigo,805.7,120.4,40,87.0,0
67892,Spanish Championship 5432,Standard Game World,27,4,Valencia CF,942.8,110.5,32,86.055555555556,0
67892,Spanish Championship 5432,Standard Game World,27,4,Getafe CF,703.7,109.7,28,86.777777777778,0
67892,Spanish Championship 5432,Standard Game World,27,4,RCD Espanyol,708.4,103.6,38,85.833333333333,0
67892,Spanish Championship 5432,Standard Game World,27,4,RCD Mallorca,662.2,92.9,29,84.944444444444,0
67892,Spanish Championship 5432,Standard Game World,27,4,Real Sporting,766.0,60.8,25,82.277777777778,0
158007,Spanish Championship 22592,Standard Game World,24,3,RC Recreativo,549.1,392.8,22,92.555555555556,2
158007,Spanish Championship 22592,Standard Game World,24,3,Barcelona,851.4,211.7,53,89.944444444444,0
158007,Spanish Championship 22592,Standard Game World,24,3,Atlético Madrid,703.3,241.1,40,90.833333333333,0
158007,Spanish Championship 22592,Standard Game World,24,3,Real Sociedad,798.4,183.9,50,88.444444444444,0
158007,Spanish Championship 22592,Standard Game World,24,3,Sevilla,692.2,161.4,42,89.722222222222,0
158007,Spanish Championship 22592,Standard Game World,24,3,Villarreal CF,604.0,161.4,40,89.055555555556,0
158007,Spanish Championship 22592,Standard Game World,24,3,Athletic Club,767.8,146.0,48,87.888888888889,0
158007,Spanish Championship 22592,Standard Game World,24,3,Real Betis,803.5,140.8,35,88.555555555556,0
158007,Spanish Championship 22592,Standard Game World,24,3,Valencia CF,962.1,96.3,30,85.777777777778,0
158007,Spanish Championship 22592,Standard Game World,24,3,Getafe CF,689.5,110.3,28,86.777777777778,0
158007,Spanish Championship 22592,Standard Game World,24,3,Celta Vigo,684.4,119.7,41,86.888888888889,0
158007,Spanish Championship 22592,Standard Game World,24,3,Levante UD,703.5,81.8,24,84.388888888889,0
158007,Spanish Championship 22592,Standard Game World,24,3,RCD Espanyol,740.9,102.3,38,85.833333333333,0
76087,Spanish Championship 6629,Standard Game World,26,2,Atlético Madrid,655.1,268.5,42,91.222222222222,0
76087,Spanish Championship 6629,Standard Game World,26,2,Real Madrid,570.0,208.5,60,90.888888888889,0
